Date,Close,SMA,STD,Upper,Lower
2020-06-29,2681.52,,,,
2020-06-30,2756.09,,,,
2020-07-01,2879.2,,,,
2020-07-02,2887.56,,,,
2020-07-06,3057.16,,,,
2020-07-07,3000.12,,,,
2020-07-08,3081.88,,,,
2020-07-09,3183.81,,,,
2020-07-10,3203.36,,,,
2020-07-13,3101.55,,,,
2020-07-14,3084.02,,,,
2020-07-15,3008.87,,,,
2020-07-16,2994.55,,,,
2020-07-17,2961.47,,,,
2020-07-20,3195.01,,,,
2020-07-21,3141.43,,,,
2020-07-22,3100.23,,,,
2020-07-23,2987.725,,,,
2020-07-24,3008.92,,,,
2020-07-27,3053.89,3018.4182500000006,137.00976699025418,3292.437783980509,2744.3987160194924
2020-07-28,2999.62,3034.323250000001,112.02805372662863,3258.3793574532583,2810.2671425467433
2020-07-29,3034.27,3048.232250000001,90.95182861034661,3230.135907220694,2866.3285927793077
2020-07-30,3052.65,3056.904750000001,81.7942982422019,3220.493346484405,2893.3161535155973
2020-07-31,3164.68,3070.7607500000013,74.76768325030861,3220.2961165006186,2921.225383499384
2020-08-03,3111.42,3073.473750000001,75.23119088017984,3223.9361317603607,2923.0113682396413
2020-08-04,3138.82,3080.408750000001,74.5026968052167,3229.414143610434,2931.4033563895678
2020-08-05,3205.83,3086.606250000001,79.61173215701008,3245.829714314021,2927.382785685981
2020-08-06,3224.35,3088.633250000001,82.67409927055392,3253.981448541109,2923.2850514588936
2020-08-07,3165.75,3086.752750000001,80.32144875559334,3247.3956475111877,2926.1098524888143
2020-08-10,3149.87,3089.168750000001,81.5079121098878,3252.1845742197766,2926.152925780226
2020-08-11,3080.67,3089.001250000001,81.52249059833304,3252.046231196667,2925.956268803335
2020-08-12,3161.0,3096.607750000001,80.74587782333253,3258.0995056466663,2935.1159943533357
2020-08-13,3161.02,3104.9312500000005,78.21212030643942,3261.3554906128793,2948.507009387122
2020-08-14,3148.0,3114.2577500000007,70.99284412558396,3256.2434382511688,2972.2720617488326
2020-08-17,3181.16,3113.5652500000006,70.22710845376093,3254.0194669075227,2973.1110330924785
2020-08-18,3312.49,3122.1182500000004,83.04615842813578,3288.210566856272,2956.0259331437287
2020-08-19,3260.15,3130.1142500000005,88.3568042725062,3306.827858545013,2953.400641454988
2020-08-20,3296.05,3145.5305000000003,89.10027813028807,3323.731056260576,2967.3299437394244
2020-08-21,3284.59,3159.3140000000008,88.17260288177557,3335.659205763552,2982.9687942364494
2020-08-24,3307.45,3171.9920000000006,90.41692061020153,3352.8258412204036,2991.1581587795977
2020-08-25,3346.05,3189.3135000000007,88.82643183404538,3366.9663636680916,3011.6606363319097
2020-08-26,3442.06,3209.703000000001,97.72147235355814,3405.145944707117,3014.2600552928848
2020-08-27,3400.7,3227.105500000001,99.25976184128848,3425.625023682578,3028.585976317424
2020-08-28,3401.8,3238.961500000001,105.38336946970949,3449.72823893942,3028.1947610605816
2020-08-31,3441.91,3255.486000000001,110.13568523464612,3475.757370469293,3035.2146295307084
2020-09-01,3500.47,3273.5685000000008,119.28166194591141,3512.1318238918234,3035.005176108178
2020-09-02,3529.34,3289.744000000001,130.97444557502024,3551.6928911500418,3027.7951088499603
2020-09-03,3369.17,3296.9850000000006,131.17189908866166,3559.3287981773237,3034.6412018226774
2020-09-04,3294.62,3303.4285000000004,127.49981821555556,3558.4281364311114,3048.4288635688895
2020-09-08,3149.84,3303.4270000000006,127.50172003380447,3558.4304400676097,3048.4235599323915
2020-09-09,3268.27,3312.8070000000007,116.69409609834692,3546.1951921966947,3079.4188078033067
2020-09-10,3176.12,3313.5630000000006,115.70362984343693,3544.970259686874,3082.155740313127
2020-09-11,3117.28,3311.376,119.10218060666587,3549.580361213332,3073.1716387866686
2020-09-14,3102.97,3309.1245000000004,122.72374142871813,3554.5719828574365,3063.677017142564
2020-09-15,3153.28,3307.7305,124.40065740539494,3556.53181481079,3058.9291851892103
2020-09-16,3077.14,3295.9629999999997,134.6368981293556,3565.236796258711,3026.6892037412886
2020-09-17,3010.56,3283.4835,148.93876089732768,3581.3610217946552,2985.6059782053444
2020-09-18,2952.64,3266.3129999999996,166.20775183328095,3598.7285036665617,2933.8974963334376
2020-09-21,2962.0,3250.1835,179.46476805020993,3609.11303610042,2891.2539638995804
2020-09-22,3129.0,3241.261,180.89808485501004,3603.05716971002,2879.46483028998
2020-09-23,2997.44,3223.8305,186.9632280050078,3597.7569560100155,2849.9040439899845
2020-09-24,3018.58,3202.6565,184.91628425274516,3572.48906850549,2832.82393149451
2020-09-25,3094.65,3187.3540000000003,180.26989378210249,3547.893787564205,2826.8142124357955
2020-09-28,3175.04,3176.0159999999996,173.05931448646828,3522.1346289729363,2829.897371027063
2020-09-29,3142.92,3161.0664999999995,161.40289165462227,3483.872283309244,2838.260716690755
2020-09-30,3147.425,3143.4142499999994,140.2490813111391,3423.9124126222778,2862.916087377721
2020-10-01,3222.01,3128.0477499999993,109.12144666518462,3346.2906433303683,2909.80485666963
2020-10-02,3125.93,3115.885749999999,93.23105786551926,3302.3478657310375,2929.4236342689605
2020-10-05,3199.2,3111.114749999999,85.7440058281665,3282.602761656332,2939.6267383436657
2020-10-06,3099.29,3108.587249999999,85.2862272998378,3279.1597045996746,2938.0147954003237
2020-10-07,3192.51,3104.799249999999,79.29244313026257,3263.3841362605244,2946.214363739474
2020-10-08,3190.55,3105.520749999999,80.03771141213522,3265.5961728242696,2945.445327175729
2020-10-09,3287.82,3114.0477499999993,89.8405639609919,3293.728877921983,2934.3666220780156
2020-10-12,3442.93,3131.045749999999,115.98942543991531,3363.0246008798294,2899.0668991201683
2020-10-13,3442.64,3145.513749999999,135.34119529695298,3416.196140593905,2874.8313594060933
2020-10-14,3363.05,3159.8092499999993,142.64187170631786,3445.092993412635,2874.5255065873635
2020-10-15,3338.62,3176.212249999999,143.43605676466925,3463.0843635293377,2889.3401364706606
2020-10-16,3160.0,3186.580249999999,133.5807508240754,3453.74175164815,2919.418748351848
2020-10-19,3207.3,3198.8452499999994,122.69279944422392,3444.2308488884473,2953.4596511115515
