Date,Close,buy_signal,sell_signal,SMA,STD,Upper,Lower
21,27.47,nan,nan,27.469,0.001999999999999602,27.473,27.465000000000003
22,27.47,nan,nan,27.469,0.001999999999999602,27.473,27.465000000000003
23,27.47,nan,nan,27.469000000000005,0.001999999999999602,27.473000000000003,27.465000000000007
24,27.47,nan,nan,27.469000000000005,0.001999999999999602,27.473000000000003,27.465000000000007
25,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
26,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
27,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
28,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
29,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
30,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
31,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
32,27.47,nan,nan,27.469000000000012,0.001999999999999601,27.47300000000001,27.465000000000014
33,27.47,nan,nan,27.46925000000001,0.0017853571071353572,27.47282071421428,27.46567928578574
34,27.48,nan,nan,27.47000000000001,0.0027386127875259343,27.475477225575062,27.464522774424957
35,27.48,nan,nan,27.47075000000001,0.0032691742076558605,27.47728834841532,27.464211651584698
36,27.47,nan,nan,27.47100000000001,0.003000000000000469,27.47700000000001,27.46500000000001
37,27.48,nan,nan,27.47150000000001,0.0035707142142719834,27.478641428428553,27.464358571571466
38,27.48,nan,nan,27.47200000000001,0.0040000000000006255,27.48000000000001,27.464000000000006
39,27.475,nan,nan,27.47225000000001,0.00402336923485846,27.480296738469725,27.464203261530294
40,27.475,nan,nan,27.472500000000007,0.0040311288741500155,27.480562257748307,27.464437742251707
41,27.47,nan,nan,27.472500000000007,0.0040311288741500155,27.480562257748307,27.464437742251707
42,27.47,nan,nan,27.472500000000007,0.0040311288741500155,27.480562257748307,27.464437742251707
