Date,Close,SMA30,SMA100
2019-09-25,297.6,294.3566666666666,292.0090120000001
2019-09-26,296.97,294.79166666666663,292.0500120000001
2019-09-27,295.36,295.1473333333333,292.1232120000001
2019-09-30,296.83,295.41266666666655,292.2159120000001
2019-10-01,293.21,295.44233333333324,292.2805120000001
2019-10-02,288.04,295.3753333333333,292.28061200000013
2019-10-03,290.37,295.3066666666666,292.3744070000001
2019-10-04,294.37,295.37533333333334,292.48480700000005
2019-10-07,293.11,295.65200000000004,292.5653070000001
2019-10-08,288.55,295.6713333333334,292.57450700000004
2019-10-09,291.23,295.8176666666667,292.627807
2019-10-10,293.24,295.9646666666667,292.72050700000005
2019-10-11,296.26,296.088,292.81820700000003
2019-10-14,296.01,296.2063333333334,292.922107
2019-10-15,298.9,296.4773333333334,293.088407
2019-10-16,298.41,296.6253333333334,293.244507
2019-10-17,299.24,296.6726666666667,293.433807
2019-10-18,297.98,296.6696666666667,293.629807
2019-10-21,300.05,296.73300000000006,293.839807
2019-10-22,299.03,296.76066666666674,294.076407
2019-10-23,299.86,296.7463333333334,294.329607
2019-10-24,300.42,296.718,294.52860699999997
2019-10-25,301.64,296.7376666666667,294.71600699999993
2019-10-28,303.36,296.8443333333334,294.9022069999999
2019-10-29,303.2,296.9196666666667,295.05790699999994
2019-10-30,304.14,297.021,295.210002
2019-10-31,303.26,297.0943333333334,295.35370199999994
2019-11-01,306.18,297.36266666666677,295.53190199999995
2019-11-04,307.34,297.66566666666677,295.70880199999993
2019-11-05,307.0,298.03866666666676,295.88690199999996
2019-11-06,307.14,298.35666666666674,296.0639019999999
2019-11-07,308.22,298.73166666666674,296.22320199999996
2019-11-08,308.97,299.1853333333334,296.38240199999996
2019-11-11,308.39,299.5706666666667,296.50790199999994
2019-11-12,308.94,300.0950000000001,296.65650199999993
2019-11-13,309.07,300.79600000000005,296.8108019999999
2019-11-14,309.53,301.4346666666667,296.99820199999994
2019-11-15,311.83,302.01666666666665,297.2118019999999
2019-11-18,311.99,302.64599999999996,297.4163019999999
2019-11-19,311.89,303.424,297.60420199999993
2019-11-20,310.79,304.076,297.7560019999999
2019-11-21,310.29,304.6443333333334,297.8943019999999
2019-11-22,311.0,305.13566666666674,298.01670199999995
2019-11-25,313.35,305.7136666666667,298.16660199999995
2019-11-26,314.02,306.21766666666673,298.33820199999997
2019-11-27,315.44,306.7853333333334,298.520002
2019-11-29,314.27,307.28633333333346,298.67660199999995
2019-12-02,311.6,307.74033333333347,298.79960199999994
2019-12-03,309.47,308.0543333333335,298.8875019999999
2019-12-04,311.47,308.4690000000001,298.994602
2019-12-05,312.04,308.8750000000001,299.117602
2019-12-06,314.82,309.35500000000013,299.288102
2019-12-09,313.87,309.7626666666668,299.43830199999996
2019-12-10,313.55,310.10233333333343,299.602602
2019-12-11,314.41,310.47600000000006,299.767502
2019-12-12,317.14,310.9093333333334,299.939302
2019-12-13,317.28,311.3766666666668,300.098302
2019-12-16,319.51,311.8210000000001,300.29369999999994
2019-12-17,319.56,312.2283333333334,300.46939999999995
2019-12-18,319.57,312.6473333333334,300.65029999999996
2019-12-19,320.91,313.1063333333334,300.85119999999995
2019-12-20,320.95,313.5306666666668,301.08689999999996
2019-12-23,321.22,313.93900000000014,301.35029999999995
2019-12-24,321.26,314.36800000000017,301.6353
2019-12-26,322.91,314.8336666666668,302.02399999999994
2019-12-27,322.86,315.29333333333346,302.37489999999997
2019-12-30,321.1,315.67900000000014,302.70559999999995
2019-12-31,321.89,316.01433333333347,302.9889999999999
2020-01-02,324.84,316.4426666666668,303.32149999999996
2020-01-03,322.44,316.7943333333335,303.66489999999993
2020-01-06,323.67,317.2236666666668,303.9772999999999
2020-01-07,322.76,317.63933333333347,304.36569999999995
2020-01-08,324.42,318.0866666666668,304.7629999999999
2020-01-09,326.62,318.52900000000017,305.1404999999999
2020-01-10,325.7,318.91833333333346,305.4742999999999
2020-01-13,327.94,319.33500000000015,305.8531999999999
2020-01-14,327.43,319.7736666666668,306.2031999999999
2020-01-15,328.17,320.32600000000014,306.5617999999999
2020-01-16,330.9,321.0403333333335,307.0226999999999
2020-01-17,332.01,321.7250000000002,307.4630999999999
2020-01-21,331.31,322.3673333333335,307.9077999999999
2020-01-22,331.39,322.9196666666668,308.33339999999987
2020-01-23,331.74,323.51533333333344,308.72519999999986
2020-01-24,328.75,324.0220000000001,309.0880999999999
2020-01-27,323.52,324.3256666666668,309.41559999999987
2020-01-28,326.89,324.6506666666668,309.7447999999998
2020-01-29,326.62,324.96200000000016,310.03279999999984
2020-01-30,327.66,325.2336666666668,310.32869999999986
2020-01-31,321.74,325.3063333333335,310.56459999999987
2020-02-03,324.14,325.4586666666668,310.82399999999984
2020-02-04,329.08,325.7310000000001,311.1118999999998
2020-02-05,332.82,326.1266666666668,311.4273999999998
2020-02-06,333.96,326.55133333333345,311.75649999999985
2020-02-07,332.2,326.9160000000001,312.07689999999985
2020-02-10,334.69,327.3086666666668,312.41439999999983
2020-02-11,335.29,327.7230000000001,312.75629999999984
2020-02-12,337.41,328.26666666666677,313.1197999999998
2020-02-13,337.08,328.77300000000014,313.5092999999999
2020-02-14,337.6,329.1983333333335,313.90279999999984
2020-02-18,336.7,329.6736666666668,314.31169999999986
2020-02-19,338.31,330.1616666666668,314.7187999999999
2020-02-20,336.98,330.6356666666668,315.1188999999998
2020-02-21,333.49,330.9380000000001,315.50019999999984
2020-02-24,322.41,330.7976666666667,315.75599999999986
2020-02-25,312.7,330.3643333333334,315.9508999999999
2020-02-26,311.55,329.81800000000004,316.18599999999986
2020-02-27,297.55,328.822,316.25779999999986
2020-02-28,296.16,327.755,316.27569999999986
2020-03-02,309.08,327.0276666666667,316.43539999999985
2020-03-03,300.34,325.972,316.55329999999987
2020-03-04,312.91,325.3586666666667,316.7700999999999
2020-03-05,302.45,324.39400000000006,316.86219999999986
2020-03-06,297.42,323.25000000000006,316.87379999999985
2020-03-09,274.4,321.4383333333334,316.6576999999999
2020-03-10,288.44,320.26900000000006,316.55309999999986
2020-03-11,274.36,318.5180000000001,316.31259999999986
2020-03-12,248.1,315.9006666666667,315.8011999999998
2020-03-13,270.93,314.00966666666676,315.53069999999985
2020-03-16,239.41,311.26533333333344,314.92429999999985
2020-03-17,254.19,308.9336666666668,314.47589999999985
2020-03-18,241.01,305.99800000000016,313.88739999999984
2020-03-19,241.16,302.9426666666668,313.29479999999984
2020-03-20,228.94,299.4420000000002,312.56779999999986
2020-03-23,222.51,295.7856666666668,311.7592999999998
2020-03-24,243.59,292.74900000000014,311.1631999999998
2020-03-25,246.77,289.79833333333346,310.5894999999998
2020-03-26,261.39,287.26433333333347,310.1707999999998
2020-03-27,253.39,284.4746666666668,309.6428999999998
2020-03-30,261.68,281.94400000000013,309.18629999999985
2020-03-31,257.7,279.3106666666668,308.69329999999985
2020-04-01,246.12,276.2376666666668,308.08309999999983
2020-04-02,251.87,273.40066666666684,307.5195999999998
2020-04-03,248.21,270.55800000000016,306.9119999999998
2020-04-06,264.96,268.64300000000014,306.4776999999998
2020-04-07,265.1,267.0563333333335,306.0392999999998
2020-04-08,274.07,265.8070000000002,305.6892999999998
2020-04-09,278.24,265.1633333333335,305.3763999999998
2020-04-13,275.57,264.4770000000002,305.0137999999998
2020-04-14,283.87,263.63666666666694,304.73259999999976
2020-04-15,277.75,262.8836666666669,304.3911999999998
2020-04-16,279.21,261.76033333333356,304.0753999999998
2020-04-17,286.73,261.2363333333336,303.83979999999974
2020-04-20,281.61,260.7093333333336,303.54589999999973
2020-04-21,273.02,260.66333333333364,303.1425999999998
2020-04-22,279.17,260.3543333333336,302.79409999999973
2020-04-23,279.06,260.5110000000003,302.43029999999976
2020-04-24,283.04,261.675666666667,302.11799999999977
2020-04-27,287.11,262.2150000000003,301.8730999999998
2020-04-28,285.77,263.7603333333336,301.6360999999998
2020-04-29,293.19,265.06033333333363,301.4532999999998
2020-04-30,290.39,266.70633333333365,301.23679999999973
2020-05-01,282.73,268.0920000000003,300.91589999999974
2020-05-04,283.66,269.91600000000034,300.61379999999974
2020-05-05,286.22,272.03966666666696,300.3404999999998
2020-05-06,284.29,273.3963333333337,300.0392999999998
2020-05-07,287.7,274.760666666667,299.7448999999998
2020-05-08,292.47,275.796666666667,299.49679999999984
2020-05-11,292.56,277.10233333333366,299.22729999999984
2020-05-12,286.62,277.933666666667,298.8978999999998
2020-05-13,281.67,278.732666666667,298.5188999999998
2020-05-14,285.05,280.03033333333366,298.1602999999998
2020-05-15,286.26,281.17666666666696,297.8133999999998
2020-05-18,294.995,282.736166666667,297.5511499999998
2020-05-19,292.02,283.638166666667,297.2587499999998
2020-05-20,296.96,284.70016666666703,296.9992499999998
2020-05-21,294.79,285.3908333333337,296.71854999999977
2020-05-22,295.42,285.9635000000004,296.46174999999977
2020-05-26,299.15,286.7495000000004,296.2343499999998
2020-05-27,303.48,287.403166666667,296.0207499999998
2020-05-28,302.96,288.2435000000003,295.8259499999998
2020-05-29,304.16,289.07516666666703,295.6308499999998
2020-06-01,305.58,289.70350000000036,295.4590499999998
2020-06-02,308.13,290.5875000000003,295.2961499999999
2020-06-03,312.2117,291.8938900000003,295.1520669999999
2020-06-04,311.31,292.9652233333336,295.0081669999999
2020-06-05,319.27,294.305556666667,294.9214669999999
2020-06-08,323.25,295.6458900000003,294.8796669999999
2020-06-09,320.81,296.76922333333357,294.8060669999999
2020-06-10,319.01,297.8772233333336,294.6871669999999
2020-06-11,300.62,298.1248900000002,294.3732669999999
2020-06-12,304.28,298.5878900000003,294.10296699999986
2020-06-15,307.03,299.3978900000003,293.85936699999985
2020-06-16,312.93,300.373556666667,293.6712669999999
2020-06-17,311.56,301.21822333333364,293.4993669999999
2020-06-18,311.74,302.1332233333336,293.3815669999999
2020-06-19,308.56,302.82855666666694,293.19826699999993
2020-06-22,310.68,303.43555666666697,293.0388669999999
2020-06-23,312.03,304.08455666666697,292.8825669999999
2020-06-24,304.12,304.66789000000034,292.7063669999999
2020-06-25,307.31,305.52255666666696,292.5380669999999
2020-06-26,300.01,306.0212233333337,292.2473669999999
2020-06-29,304.43,306.62689000000034,291.96346699999987
2020-06-30,308.57,307.0793900000003,291.7095669999999
2020-07-01,310.57,307.6977233333336,291.4932669999999
2020-07-02,312.18,308.20505666666696,291.2681669999999
2020-07-06,316.99,308.94505666666697,291.0851669999999
2020-07-07,313.72,309.5550566666669,290.8482669999999
2020-07-08,316.12,310.1207233333336,290.6386669999999
2020-07-09,314.42,310.48539000000034,290.40686699999986
2020-07-10,317.61,310.9737233333337,290.21596699999986
2020-07-13,314.81,311.3287233333337,289.98096699999985
2020-07-14,318.89,311.7723900000003,289.8000669999999
2020-07-15,321.865,312.2302233333337,289.68381699999986
2020-07-16,320.76,312.515166666667,289.66731699999985
2020-07-17,321.67,312.8605000000004,289.75701699999985
2020-07-20,324.36,313.03016666666707,289.88511699999987
2020-07-21,324.96,313.08716666666703,290.15921699999984
2020-07-22,326.82,313.28750000000036,290.46581699999984
2020-07-23,322.935,313.4183333333337,290.60436699999985
2020-07-24,320.86,314.09300000000036,290.80956699999984
2020-07-27,323.18,314.7230000000003,290.9122669999999
2020-07-28,321.2,315.1953333333337,291.0997669999999
2020-07-29,325.09,315.600666666667,291.3764669999999
2020-07-30,323.98,316.014666666667,291.87226699999985
2020-07-31,326.55,316.5083333333336,292.25336699999986
2020-08-03,328.76,317.181666666667,292.79736699999984
2020-08-04,330.03,317.826666666667,293.61666699999984
2020-08-05,332.06,318.49433333333366,294.22796699999986
2020-08-06,334.31,319.5006666666669,295.1769669999999
2020-08-07,334.55,320.40866666666693,295.98056699999984
2020-08-10,335.55,321.59333333333353,296.9259669999999
2020-08-11,332.82,322.53966666666685,297.84256699999986
2020-08-12,337.42,323.50133333333355,298.9273669999999
2020-08-13,336.86,324.3776666666669,300.0708669999999
2020-08-14,336.86,325.20033333333356,301.0035669999999
2020-08-17,337.88,325.8966666666669,301.9146669999999
2020-08-18,338.62,326.726666666667,302.68696699999987
2020-08-19,337.22,327.43000000000023,303.52526699999993
2020-08-20,338.25,328.22433333333356,304.2909669999999
2020-08-21,339.44,328.9520000000002,305.1083669999999
2020-08-24,342.94,329.8896666666669,306.0765669999999
2020-08-25,344.0999,330.7299966666669,306.9988659999999
2020-08-26,347.56,331.5864966666669,307.99236599999995
2020-08-27,348.29,332.5041633333336,308.82566599999996
2020-08-28,350.54,333.46649666666696,309.68006599999995
2020-08-31,349.34,334.29916333333364,310.43276599999996
2020-09-01,352.56,335.2191633333336,311.17596599999996
2020-09-02,357.68,336.2478300000003,311.99706599999996
2020-09-03,345.41,336.996996666667,312.612466
2020-09-04,342.6,337.72166333333365,313.260966
2020-09-08,333.26,338.05766333333366,313.80146599999995
2020-09-09,339.76,338.6763300000003,314.33176599999996
2020-09-10,333.92,338.9706633333336,314.8548659999999
2020-09-11,334.08,339.3073300000003,315.46546599999994
2020-09-14,338.42,339.702996666667,316.05796599999996
2020-09-15,340.15,340.08266333333364,316.6688659999999
2020-09-16,338.81,340.37533000000025,317.22656599999993
2020-09-17,335.86,340.50199666666697,317.71406599999995
2020-09-18,330.69,340.38133000000033,318.1632659999999
2020-09-21,327.0,340.1296633333337,318.50136599999996
2020-09-22,330.33,339.95566333333375,318.900766
2020-09-23,322.66,339.61699666666703,319.30006599999996
2020-09-24,323.52,339.1536633333337,319.698666
2020-09-25,328.69,338.8813300000004,320.123366
2020-09-28,334.2,338.79266333333373,320.622466
2020-09-29,332.39,338.60966333333374,321.06936599999995
2020-09-30,334.89,338.4853300000004,321.49356599999993
2020-10-01,337.03,338.47899666666706,321.9382659999999
2020-10-02,333.87,338.3329966666671,322.4107659999999
2020-10-05,339.73,338.34266333333375,322.9913659999999
2020-10-06,334.94,338.0759966666671,323.4902659999999
2020-10-07,340.73,337.9636666666671,324.03496599999994
2020-10-08,343.73,337.8360000000004,324.52231599999993
2020-10-09,346.84,337.78766666666706,325.0705159999999
2020-10-12,352.43,337.85066666666705,325.62521599999985
2020-10-13,350.15,337.87766666666704,326.17881599999987
2020-10-14,347.97,337.724666666667,326.7043159999999
2020-10-15,347.51,337.385666666667,327.1879159999999
2020-10-16,347.25,337.44700000000034,327.6256159999999
2020-10-19,342.02,337.42766666666705,328.01621599999993
2020-10-20,343.34,337.763666666667,328.40801599999986
2020-10-21,342.69,337.8613333333337,328.7791159999999
2020-10-22,344.63,338.21833333333365,329.1441159999998
2020-10-23,345.76,338.607666666667,329.4795989999999
2020-10-26,339.415,338.6408333333337,329.7606489999999
2020-10-27,338.25,338.5775000000004,329.95044899999994
2020-10-28,326.67,338.17283333333376,329.98464899999993
2020-10-29,329.99,337.9771666666671,330.0764489999999
2020-10-30,326.53,337.8385000000004,330.1516489999999
2020-11-02,330.21,337.9455000000004,330.44754899999987
2020-11-03,335.97,338.1335000000003,330.7644489999999
2020-11-04,343.495,338.8280000000004,331.12909899999994
2020-11-05,350.21,339.717666666667,331.5018989999999
2020-11-06,350.19,340.43433333333365,331.88819899999993
2020-11-09,354.54,341.11233333333365,332.316199
2020-11-10,354.07,341.8350000000003,332.771299
2020-11-11,356.62,342.5593333333337,333.230699
2020-11-12,353.28,343.1010000000004,333.64319900000004
2020-11-13,357.33,343.8830000000004,334.175299
2020-11-16,362.43,344.63966666666704,334.72649900000005
2020-11-17,361.59,345.52800000000036,335.34229899999997
