Date,Close,High,Low,Volume,MFI
2020-08-17,2.625,2.6689999999999996,2.4,26968898,21.051156325636196
2020-08-18,2.58,2.6,2.51,17889372,23.09181536804478
2020-08-19,2.3945,2.57,2.36,25726348,16.809387564176845
2020-08-20,1.98,2.3,1.91,58599954,18.523577469005943
2020-08-21,1.7177,1.95,1.7,52297536,18.83652931571054
2020-08-24,2.21,2.69,1.85,267074384,23.490442129467322
2020-08-25,2.325,2.78,2.21,177472159,40.018752251795064
2020-08-26,2.085,2.3,2.0,62117396,35.41311799593514
2020-08-27,2.1,2.27,1.95,51972710,35.370798508853966
2020-08-28,2.14,2.5,2.08,101928550,39.58211451856524
2020-08-31,2.09,2.17,2.03,27935540,39.32229766624144
2020-09-01,1.97,2.07,1.92,29576354,46.18153049523691
2020-09-02,2.0,2.03,1.77,33158112,38.09618485600338
2020-09-03,1.8533,1.99,1.82,15717392,38.156462072108376
2020-09-04,1.92,1.96,1.62,35360999,38.155842017631755
2020-09-08,1.8949,2.0,1.78,19035418,41.317579490867836
2020-09-09,2.01,2.27,1.95,86945521,43.23248316759394
2020-09-10,1.975,2.09,1.9601,16385712,40.929791626612136
2020-09-11,1.9518,2.02,1.89,14441943,42.626695482525804
2020-09-14,2.105,2.12,1.9,26011214,40.804123999563416
2020-09-15,2.0,2.14,2.0,11549217,19.321194250325156
2020-09-16,2.17,2.22,1.97,20017861,28.652481389432367
2020-09-17,2.3315,2.62,2.26,47049237,35.39675576556295
2020-09-18,2.44,2.46,2.22,15345062,24.47545411698012
2020-09-21,2.415,2.44,2.32,9301556,34.61591064238142
2020-09-22,2.26,2.395,2.21,10336762,36.21569732996298
2020-09-23,2.06,2.25,2.03,9852485,37.90878151412301
2020-09-24,1.9211,2.07,1.82,10626038,40.227633399543464
2020-09-25,2.06,2.14,1.94,7470040,43.69763306666908
2020-09-28,2.06,2.08,1.97,8465731,37.04404160540408
2020-09-29,2.08,2.18,1.99,14341893,35.16938701508376
2020-09-30,2.01,2.12,2.0,6123796,46.22007421862108
2020-10-01,2.0301,2.08,1.99,7096511,48.27320523678405
2020-10-02,2.065,2.18,2.06,11387779,46.67167818779562
2020-10-05,2.11,2.11,2.0411,6194474,37.18288738770203
2020-10-06,2.0389,2.1189,2.02,5541994,32.33538195851303
2020-10-07,2.08,2.11,2.02,5185219,26.72893855587971
2020-10-08,2.06,2.1,2.05,3827743,40.72999177808768
2020-10-09,2.06,2.0799,2.03,4833681,30.5436291129215
2020-10-12,2.08,2.14,2.04,5817005,36.46691910141296
2020-10-13,2.24,2.28,2.09,13931267,43.90098700565255
2020-10-14,2.05,2.11,2.04,7757724,42.01341610238944
2020-10-15,2.07,2.08,1.98,5993210,33.718412069244444
2020-10-16,2.0599,2.09,2.04,5154274,39.69552427683979
2020-10-19,1.98,2.06,1.98,5408258,32.90981288992554
2020-10-20,1.955,2.02,1.92,6247555,36.097743445817024
2020-10-21,1.9,1.95,1.89,3820730,36.14126275135749
2020-10-22,2.0,2.0,1.89,4427231,33.73649398206102
2020-10-23,1.925,1.97,1.9,2891184,36.69468860393821
2020-10-26,1.845,1.91,1.8,4531058,38.31331756088892
2020-10-27,1.9038,1.97,1.85,4546330,37.17264693449504
2020-10-28,1.83,1.9,1.8,2981845,30.996434965010312
2020-10-29,1.775,1.82,1.76,4261611,31.469652759275135
2020-10-30,1.75,1.75,1.58,7952749,25.59177727552181
2020-11-02,1.65,1.71,1.63,3675234,17.692188610932156
2020-11-03,1.705,1.75,1.65,4528274,25.536290675779032
2020-11-04,1.7,1.78,1.66,3934683,33.39874984288943
2020-11-05,1.72,1.73,1.66,3808031,24.69275865246808
2020-11-06,1.75,1.77,1.69,3998147,31.201344284435343
2020-11-09,1.64,1.74,1.61,7459394,32.2953627534892
2020-11-10,1.7611,1.78,1.6,7161438,43.37336181667831
2020-11-11,1.7477,1.87,1.73,7264264,45.78364939917562
2020-11-12,1.72,1.76,1.7,3767511,44.17077529055458
2020-11-13,1.7819,1.79,1.68,4245577,49.17960221313431
2020-11-16,2.0489,2.11,1.75,14679221,48.77676103330822
2020-11-17,1.705,1.79,1.65,9638806,41.77749894888444
