Date,Close,SMA,STD,Upper,Lower
2018-02-08,18.48,,,,
2018-02-09,18.59,,,,
2018-02-12,18.85,,,,
2018-02-13,18.94,,,,
2018-02-14,18.88,,,,
2018-02-15,19.25,,,,
2018-02-16,19.38,,,,
2018-02-20,18.82,,,,
2018-02-21,18.595,,,,
2018-02-22,18.59,,,,
2018-02-23,18.84,,,,
2018-02-26,18.97,,,,
2018-02-27,18.38,,,,
2018-02-28,17.93,,,,
2018-03-01,17.975,,,,
2018-03-02,18.165,,,,
2018-03-05,18.31,,,,
2018-03-06,18.38,,,,
2018-03-07,18.44,,,,
2018-03-08,18.56,18.61625,0.38227117338350236,19.380792346767006,17.851707653232996
2018-03-09,18.5,18.617250000000002,0.38192199189721526,19.381093983794432,17.85340601620557
2018-03-12,18.66,18.620750000000005,0.38197986651268984,19.384709733025385,17.856790266974624
2018-03-13,18.795,18.618000000000002,0.380437421370384,19.37887484274077,17.857125157259233
2018-03-14,18.79,18.610500000000005,0.3751978425479433,19.36089568509589,17.86010431490412
2018-03-15,18.75,18.604000000000006,0.37138999221275365,19.346779984425513,17.8612200155745
2018-03-16,18.91,18.587000000000007,0.347261466788052,19.28152293357611,17.892477066423904
2018-03-19,18.72,18.55400000000001,0.2954283241952985,19.144856648390608,17.96314335160941
2018-03-20,18.755,18.550750000000008,0.29269291883617954,19.136135837672366,17.96536416232765
2018-03-21,18.73,18.55750000000001,0.295312056181789,19.14812411236359,17.966875887636434
2018-03-22,18.755,18.565750000000012,0.29855474240166835,19.16285948480335,17.968640515196675
2018-03-23,18.705,18.55900000000001,0.2935114092644804,19.146022818528973,17.97197718147105
2018-03-26,18.855,18.553250000000013,0.2860680587037403,19.125386117407494,17.98111388259253
2018-03-27,18.975,18.583000000000016,0.29780071047244816,19.17860142094491,17.98739857905512
2018-03-28,18.81,18.627000000000017,0.25868289874915024,19.144365797498317,18.109634202501717
2018-03-29,18.915,18.674000000000014,0.21583131815085713,19.105662636301727,18.2423373636983
2018-04-02,18.755,18.703500000000012,0.1799349297589764,19.063369859517966,18.34363014048206
2018-04-03,18.88,18.732000000000014,0.15815049461625988,19.048300989232533,18.415699010767494
2018-04-04,18.93,18.759500000000013,0.14056184254251375,19.04062368508504,18.478376314914986
2018-04-05,18.84,18.779500000000013,0.1196035116541275,19.018707023308266,18.54029297669176
2018-04-06,18.945,18.798750000000013,0.11322863455950259,19.02520726911902,18.572292730881006
2018-04-09,18.875,18.817500000000013,0.08977310580744438,18.9970462116149,18.637953788385126
2018-04-10,18.74,18.82150000000001,0.08398151425665605,18.989463028513324,18.653536971486698
2018-04-11,18.79,18.821250000000013,0.08407194600615585,18.989393892012323,18.653106107987703
2018-04-12,18.63,18.81325000000001,0.0942040757862193,19.00165815157245,18.62484184842757
2018-04-13,18.62,18.80675000000001,0.10288310945206354,19.01251621890414,18.600983781095884
2018-04-16,18.73,18.79775000000001,0.10123546029456129,19.000220920589133,18.59527907941089
2018-04-17,18.77,18.800250000000013,0.09982188084150627,18.999893761683026,18.600606238317
2018-04-18,18.765,18.80075000000001,0.09960811370459986,18.99996622740921,18.601533772590813
2018-04-19,18.72,18.800250000000013,0.1000062498046949,19.000262499609402,18.600237500390623
2018-04-20,18.66,18.79550000000001,0.10442700800079971,19.00435401600161,18.586645983998412
2018-04-23,18.79,18.799750000000014,0.10225709343558406,19.004264186871183,18.595235813128845
2018-04-24,18.86,18.800000000000015,0.10240528358079079,19.004810567161595,18.595189432838435
