Date,Open,High,Low,Close
2019-03-26,167.35,169.45,166.3499,167.68
2019-03-27,167.73,168.94,164.79,165.84
2019-03-28,164.57,166.72,163.33,165.51
2019-03-29,166.39,167.19,164.81,166.66
2019-04-01,167.83,168.9,167.2789,168.69
2019-04-02,170.14,174.9,169.55,174.23
2019-04-03,174.5,177.96,172.95,173.51
2019-04-04,176.02,178,175.5301,176.01
2019-04-05,176.94,177,175.1,175.7
2019-04-08,175.21,175.5,174.23,174.91
2019-04-09,175.62,179.19,175.55,177.66
2019-04-10,178.18,178.79,176.54,177.83
2019-04-11,178.24,178.4,177,177.5
2019-04-12,178,179.63,177.95,179.08
2019-04-15,178.5,180.5,176.87,179.66
2019-04-16,179.17,180.17,178.3,178.85
2019-04-17,179.6,180.74,178.36,178.78
2019-04-18,178.8,178.88,177.34,178.32
2019-04-22,178.25,181.665,178.25,181.49
2019-04-23,182.74,184.22,181.48,183.77
2019-04-24,184.49,185.14,181.65,182.63
2019-04-25,196.98,198.48,192.12,193.1705
2019-04-26,192.5,192.9,189.09,191.49
2019-04-29,190.88,195.41,190.65,194.78
2019-04-30,194.19,197.39,192.28,193.37
2019-05-01,194.78,196.1769,193.01,193.04
2019-05-02,192.99,194,189.75,192.51
2019-05-03,194.38,196.16,193.71,195.47
2019-05-06,191.24,194.28,190.55,193.88
2019-05-07,192.59,192.9,187.85,189.88
2019-05-08,189.49,190.72,188.55,189.54
2019-05-09,187.2,189.77,186.26,188.64
2019-05-10,188.25,190,184.59,188.46
2019-05-13,183.5,185.43,180.84,181.45
2019-05-14,182.52,183.49,178.1,180.73
2019-05-15,180.42,187.28,180.02,186.27
2019-05-16,185.05,188.575,185.05,186.98
2019-05-17,184.84,187.58,184.28,185.24
2019-05-20,182.03,184.23,181.37,182.69
2019-05-21,184.57,185.7,183.885,184.79
2019-05-22,184.73,186.74,183.61,185.29
2019-05-23,182.42,183.9,179.67,180.87
2019-05-24,182.33,183.63,180.83,181.07
2019-05-28,181.54,184.7119,181.4537,184.31
2019-05-29,183.5,184.56,181.35,182.19
2019-05-30,183.08,183.48,180.89,183.01
2019-05-31,180.44,180.54,177.16,177.4
2019-06-03,175,175.05,161.01,164.01
2019-06-04,163.71,168.28,160.84,167.52
2019-06-05,167.48,168.72,164.63,168.15
2019-06-06,168.3,169.7,167.23,168.32
2019-06-07,170.17,173.87,168.84,173.34
2019-06-10,174.75,177.86,173.8,174.83
2019-06-11,178.48,179.98,176.79,178.12
2019-06-12,178.38,179.27,172.88,175.05
2019-06-13,175.53,178.03,174.606,177.49
2019-06-14,180.51,181.8398,180,181.33
2019-06-17,185.01,189.5,184.4105,189.04
2019-06-18,194,194.53,187.28,188.52
2019-06-19,187,188.1,184.55,187.44
2019-06-20,190.95,191.16,187.64,189.31
2019-06-21,188.75,192,188.75,191.15
2019-06-24,192.42,193.98,191.57,192.57
2019-06-25,192.88,193.14,188.13,188.84
2019-06-26,189.54,190.76,187.31,187.6
2019-06-27,189.88,198.88,188.27,189.5
2019-06-28,191.07,193.2,189.94,192.98
2019-07-01,195.21,195.28,191.93,193
2019-07-02,193,195,192.71,195
2019-07-03,194.16,197.4,194.16,197.17
2019-07-05,196.18,197.07,194.17,196.49
2019-07-08,195.19,196.68,193.64,195.77
2019-07-09,194.97,199.46,194.89,199.19
2019-07-10,199.99,202.96,199.67,202.71
2019-07-11,203.26,203.8,200.21,201.23
2019-07-12,199.68,205.3,199.16,204.9
2019-07-15,204.25,205.33,201.82,203.93
2019-07-16,203.89,205.4707,203.1,203.84
2019-07-17,204.18,204.36,201.59,201.82
2019-07-18,200.15,202.47,199.38,200.77
2019-07-19,202.18,202.33,198.07,198.37
2019-07-22,199.87,202.57,198.81,202.3
2019-07-23,202.84,204.242,200.9625,202.39
2019-07-24,197.63,204.81,197.22,204.65
2019-07-25,206.7,208.66,198.26,200.69
2019-07-26,200.19,202.88,196.25,199.58
2019-07-29,199,199.33,195.3,195.92
2019-07-30,195.39,198.71,193.5,197.06
2019-07-31,196.95,198.76,192.68,194.24
2019-08-01,194.17,198.47,190.88,192.72
