Date,Open,High,Low,Close
2020-06-22,14.5,15.32,14.4019,15.295
2020-06-23,16.76,22.68,16.01,21.57
2020-06-24,22.12,25.6,20.63,23.9003
2020-06-25,25.79,31.57,25.34,31.3873
2020-06-26,31.64,33.79,24.6,29.89
2020-06-29,28.32,31.71,26.6,31.7
2020-06-30,27.04,30,23.59,26.885
2020-07-01,22.75,24.27,18.35,19.72
2020-07-02,19.91,22.48,19.9,21.4488
2020-07-06,21.62,21.87,19.53,20.95
2020-07-07,21,24.99,20.75,24.07
2020-07-08,22.8,24.39,22.53,23.46
2020-07-09,23,24.5232,22.91,23.27
2020-07-10,23.13,23.65,22.65,23.35
2020-07-13,23.47,28.54122,23.43,25.57
2020-07-14,27.01,28.14,24.6389,26.2
2020-07-15,25.4,25.4796,23.47,24.51
2020-07-16,23.65,24.65,23.16,24.55
2020-07-17,25.3,27.79,25.23,26.961
2020-07-20,26.97,27.5,24.1,25.37
2020-07-21,25.56,27.95,24.6602,27.125
2020-07-22,25.93,26.7298,25.11,26.15
2020-07-23,25.65,26.23,24.15,24.58
2020-07-24,21.935,22.9,21.55,21.9081
2020-07-27,23.02,23.05,20.0701,21.08
2020-07-28,20.46,22.78,20.35,20.79
2020-07-29,21.13,21.41,19.07,19.4719
2020-07-30,21.21,22.93,20.1337,20.72
2020-07-31,20.68,21.0239,19.29,19.45
2020-08-03,19.57,20.7,18.72,20.69
2020-08-04,20.38,21.06,19.82,20.3199
2020-08-05,20.24,22.13,19.82,21.79
2020-08-06,21.61,21.84,19.78,20.32
2020-08-07,20.18,21.05,19.9,20.23
2020-08-10,19.62,19.66,18.23,18.99
2020-08-11,16.5,16.7,14.5,14.62
2020-08-12,14.96,15.19,12.406539,13.74
2020-08-13,13.47,14.75,13.45,14.39
2020-08-14,14.68,16.06,14.51,14.785
2020-08-17,14.81,15.04,13.9,15.02
2020-08-18,14.8,15.0737,14.1,14.19
2020-08-19,14.33,14.83,14.21,14.45
2020-08-20,14.43,15.03,14.2669,14.86
2020-08-21,14.6,14.7798,13.83,14.11
2020-08-24,12.55,12.6,11.93,12.24
2020-08-25,11.73,13.08,11.6,12.625
2020-08-26,12.59,13.09,12.36,12.73
2020-08-27,12.2835,12.69,11.6,11.8
2020-08-28,11.8,12.4,11.33,12.06
2020-08-31,12.2852,12.7,11.91,11.97
2020-09-01,11.6,12.0699,11.22,11.39
2020-09-02,11.1662,11.42,10.01,10.6
2020-09-03,10.26,10.8784,9.78,9.83
2020-09-04,9.85,10.1399,8.78,9.575
2020-09-08,10.2,10.24,9.1501,9.626
2020-09-09,10.01,11.89,9.93,10.2799
2020-09-10,10,10.22,9.66,9.72
2020-09-11,9.79,10.3,9.58,10.09
2020-09-14,10.25,11.38,10.23,11.31
2020-09-15,11.51,14.26,11.51,13.6301
2020-09-16,14.38,18.55,14.08,18.52
2020-09-17,16.56,17.89,14.3,15.6589
2020-09-18,15.45,18.47,14.891,16.9299
2020-09-21,16.95,18.45,16.5,17.7069
2020-09-22,17.92,18.69,16.58,16.96
2020-09-23,16.21,17,15.23,15.96
2020-09-24,14.92,16,14.5,15.3563
2020-09-25,15.85,16.96,15.85,16.91
2020-09-28,10.66,13.8,10.28,12.14
2020-09-29,11.93,12.55,11.29,11.3078
2020-09-30,11.2,11.84,11.1,11.6
2020-10-01,11.74,12.1,11.42,11.75
2020-10-02,11.85,12.2,11.53,11.63
2020-10-05,11.76,11.94,11.21,11.93
2020-10-06,11.89,13.11,11.89,12.39
2020-10-07,12.71,12.84,12.08,12.57
2020-10-08,12.68,12.8,12.35,12.48
2020-10-09,12.45,12.4955,11.95,12.27
2020-10-12,12.25,12.6849,12.17,12.43
2020-10-13,12.47,13.08,12.42,12.8
2020-10-14,12.91,12.99,12.06,12.15
2020-10-15,12.07,12.24,11.57,12.195
2020-10-16,12.2,12.268,11.81,11.855
